Name,Circuit,ID,Appointing President,Appointing President Party,Year of Departure,Year of Birth,Year of Death,President when Departed,Reason for Departing,Judge Party,District,State,City,Gender,Race,Year of Appointment,Cross Appointment,Recess Appointment,Assets,ABA Rating,Congress,Unity,House Democrats,House Republicans,Senate Democrats,Senate Republicans,House Independents,Senate Independents,Net Worth,Previous Position - ssc,Previous Position - slc,Previous Position - locct,Previous Position - sjdget,Previous Position - ausa,Previous Position - usa,Previous Position - sgo,Previous Position - sg,Previous Position - ago,Previous Position - ag,Previous Position - cc,Previous Position - sp,Previous Position - mag,Previous Position - bank,Previous Position - terr,Previous Position - cab,Previous Position - asatty,Previous Position - satty,Previous Position - cabdept,Previous Position - scab,Previous Position - scabdpt,Previous Position - aag,Previous Position - indreg1,Previous Position - reg1,Previous Position - reg2,Previous Position - reg3,Previous Position - house,Previous Position - senate,Previous Position - gov,Previous Position - ssenate,Previous Position - shouse,Previous Position - mayor,Previous Position - ccoun,Previous Position - ccom,Previous Position - ada,Previous Position - da,Previous Position - lother,Previous Position - lotherl,Previous Position - lawprof,Previous Position - private,Ideology Score
"Davies, Ronald M.",8,2290,Eisenhower,Republican,1971,1904.0,1996.0,Nixon,Retired,Republican,Entire State,North Dakota,"Fargo, ND",Male,White,1955,Same Party,Not Recess Appt.,,Qualified,92ND,"Divided, Both",232,203,48,47,0,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12350000441074371
"Davies, John G.",9,2285,Reagan,Republican,1998,1929.0,9999.0,Clinton,Retired,Republican,Central,California,"Los Angeles, CA",Male,White,1986,Same Party,Not Recess Appt.,1820331.0,Well-Qual.,105TH,"Divided, House",253,182,47,53,0,0,1820331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26499998569488525
"Davis, John A.",1,2319,John Adams,Other,1841,1761.0,1847.0,Tyler,Resigned,Federalist,Entire State,Massachusetts,"Boston, MA",Male,White,1801,Not Two-Party,Not Recess Appt.,,Not Rated,27TH,Unified,42,64,13,19,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.26499998569488525
"Davis, Legrome D.",3,30247,"Bush, 43",Republican,9999,,9999.0,Active Ser.,Active Service,Democrat,Eastern,Pennsylvania,,Male,African American,2002,Cross Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14100000262260437
"Davis, John Warren",3,2320,Wilson,Democrat,1920,1867.0,1945.0,Wilson,Elevated,Democrat,Entire State,New Jersey,"Trenton, NJ",Male,White,1916,Same Party,Not Recess Appt.,,Not Rated,66TH,Unified,231,193,56,39,8,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.5139999985694885
"Davis, John Morgan",3,2315,L.B. Johnson,Democrat,1974,1906.0,1984.0,Nixon,Retired,Democrat,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,1964,Same Party,Conf. Recess Appt.,,Qualified,93RD,Unified,258,176,67,33,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5139999985694885
"Davis, Andre M.",4,23415,Clinton,Democrat,9999,1949.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,Maryland,"Baltimore, MD",Male,African American,1995,Same Party,Not Recess Appt.,4225.0,Well-Qual.,,"Divided, Both",203,231,48,52,1,0,4225.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.35199999809265137
"Davis, W. Eugene",5,2335,Ford,Republican,1983,1936.0,9999.0,Reagan,Elevated,Republican,Western,Louisiana,"Lafayette, LA",Male,White,1976,Same Party,Not Recess Appt.,,Well-Qual.,98TH,"Divided, Both",291,144,61,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3720000088214874
"Davis, Thomas Hoyt",5,2330,F. Roosevelt,Democrat,1961,1892.0,1969.0,Kennedy,Retired,Democrat,Middle,Georgia,"Americus, GA",Male,White,1945,Same Party,Not Recess Appt.,,Not Rated,87TH,Unified,243,190,57,38,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07599999755620956
"Davis, David Jackson",5,2305,F. Roosevelt,Democrat,1938,1878.0,1938.0,F. Roosevelt,Died,Democrat,Northern,Alabama,"Birmingham, AL",Male,White,1935,Same Party,Conf. Recess Appt.,,Not Rated,75TH,Unified,322,103,69,25,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Davis, Leonard E.",5,30254,"Bush, 43",Republican,9999,,9999.0,Active Ser.,Active Service,Republican,Eastern,Texas,,Male,White,2002,Same Party,Not Recess Appt.,,,,"Divided, Senate",212,221,50,50,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3630000054836273
"Davis, Michael J.",8,23420,Clinton,Democrat,9999,1947.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,Minnesota,"Minneapolis, MN",Male,African American,1994,Same Party,Not Recess Appt.,90451.0,Well-Qual.,,Unified,258,176,57,43,1,0,90451.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.5210000276565552
"Davis, Charles B.",8,2300,Coolidge,Republican,1943,1877.0,1943.0,F. Roosevelt,Died,Republican,Eastern,Missouri,"St. Louis, MO",Male,White,1924,Same Party,Not Recess Appt.,,Not Rated,78TH,Unified,207,225,43,51,3,2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
"Davis, Arthur M.",9,2295,Kennedy,Democrat,1963,1907.0,1963.0,Kennedy,Died,Democrat,Entire State,Arizona,"Phoenix, AZ",Male,White,1961,Same Party,Not Recess Appt.,,Excep. Well-Qual.,88TH,Unified,263,174,64,36,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1860000044107437
"Davis, Edward Bertrand",11,2310,Carter,Democrat,2000,1933.0,9999.0,Clinton,Retired,Democrat,Southern,Florida,"Miami, FL",Male,White,1979,Same Party,Not Recess Appt.,569221.0,Qualified,106TH,Unified,277,158,59,41,0,0,569221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.15549999475479126
"Dawson, Archie Owen",2,2355,Eisenhower,Republican,1964,1898.0,1964.0,L.B. Johnson,Died,Republican,Southern,New York,"New York, NY",Male,White,1954,Same Party,Not Recess Appt.,,Well-Qual.,88TH,Unified,213,221,47,48,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.027000000700354576
"Dawson, Charles I.",6,2360,Coolidge,Republican,1935,1881.0,1969.0,F. Roosevelt,Resigned,Republican,Western,Kentucky,"Louisville, KY",Male,White,1925,Same Party,Not Recess Appt.,,Not Rated,74TH,Unified,207,225,43,51,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
"Dawson, Robert T.",8,30043,Clinton,Democrat,9999,1938.0,9999.0,Active Ser.,Active Service,Democrat,Western,Arkansas,"Fort Smith, AR",Male,White,1998,Same Party,Not Recess Appt.,2543357.0,Qualified,,"Divided, Both",207,227,45,55,1,0,2543357.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3179999887943268
"Dawson, Kent J.",9,30123,Clinton,Democrat,9999,1944.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,Nevada,"Henderson, NV",Male,White,2000,Same Party,Not Recess Appt.,4455000.0,Qualified,,"Divided, Both",211,223,45,55,1,0,4455000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,-0.2475000023841858
"Day, Edward William",1,2365,Eisenhower,Republican,1976,1901.0,1985.0,Ford,Retired,Republican,Entire State,Rhode Island,"Providence, RI",Male,White,1953,Same Party,Conf. Recess Appt.,,Well-Qual.,94TH,Unified,213,221,47,48,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.17599999904632568
"Day, William L.",6,2370,Taft,Republican,1914,1876.0,1936.0,Wilson,Resigned,Republican,Northern,Ohio,"Cleveland, OH",Male,White,1911,Same Party,Not Recess Appt.,,Not Rated,63RD,"Divided, House",228,162,42,49,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Dayton, Alston Gordon",4,2380,T. Roosevelt,Republican,1920,1857.0,1920.0,Wilson,Died,Republican,Northern,West Virginia,"Phillippe, WV",Male,White,1905,Same Party,Not Recess Appt.,,Not Rated,66TH,Unified,136,250,32,58,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Deady, Matthew Paul",9,2383,Buchanan,Other,1893,1824.0,1893.0,Cleveland (2),Died,Democrat,Entire State,Oregon,"Portland, OR",Male,White,1859,Not Two-Party,Not Recess Appt.,,Not Rated,53RD,"Divided, House",101,113,38,26,23,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
"DeAnda, James",5,2385,Carter,Democrat,1992,1925.0,9999.0,"Bush, 41",Retired,Democrat,Southern,Texas,"Brownsville, TX",Male,Hispanic,1979,Same Party,Not Recess Appt.,1304447.0,Qualified,102ND,Unified,277,158,59,41,0,0,1304447.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.11800000071525574
"Dearie, Raymond J.",2,2390,Reagan,Republican,9999,1944.0,9999.0,Active Ser.,Active Service,Republican,Eastern,New York,"Brooklyn, NY",Male,White,1986,Same Party,Not Recess Appt.,477233.0,Qualified,,"Divided, House",253,182,47,53,0,0,477233.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11400000005960464
"Deaver, Bascom Sine",5,2395,Coolidge,Republican,1944,1882.0,1944.0,F. Roosevelt,Died,Republican,Middle,Georgia,"Macon, GA",Male,White,1928,Same Party,Not Recess Appt.,,Not Rated,78TH,Unified,195,237,47,48,3,1,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Debevoise, Dickinson Richards",3,2400,Carter,Democrat,1994,1924.0,9999.0,Clinton,Retired,Democrat,Entire State,New Jersey,"Trenton, NJ",Male,White,1979,Same Party,Not Recess Appt.,405450.0,Excep. Well-Qual.,103RD,Unified,277,158,59,41,0,0,405450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3059999942779541
"Decker, Bernard Martin",7,2408,Kennedy,Democrat,1981,1904.0,1993.0,Reagan,Retired,Republican,Northern,Illinois,"Chicago, IL",Male,White,1962,Cross Party,Conf. Recess Appt.,,Excep. Well-Qual.,97TH,Unified,263,174,64,36,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.5910000205039978
"DeHaven, John Jefferson",9,2410,McKinley,Republican,1913,1845.0,1913.0,Taft,Died,Republican,Northern,California,"San Francisco, CA",Male,White,1897,Same Party,Not Recess Appt.,,Not Rated,62ND,Unified,134,206,34,46,16,10,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,
"Delahay, Mark W.",9,2412,Lincoln,Republican,1873,1817.0,1879.0,Grant,Resigned,Republican,Entire State,Kansas,"Kansas City, KS",Male,White,1863,Same Party,Conf. Recess Appt.,,Not Rated,43RD,Unified,80,103,12,39,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Delehant, John Wayne",8,2415,F. Roosevelt,Democrat,1957,1890.0,1972.0,Eisenhower,Retired,Democrat,Entire State,Nebraska,"Lincoln, NE",Male,White,1942,Same Party,Not Recess Appt.,,Not Rated,85TH,Unified,267,162,66,28,6,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"DeMascio, Robert E.",6,2420,Nixon,Republican,1988,1923.0,1999.0,Reagan,Retired,Republican,Eastern,Michigan,"Detroit, MI",Male,White,1971,Same Party,Not Recess Appt.,,Qualified,100TH,"Divided, Both",225,180,55,45,0,0,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22300000488758087
"DeMent, Ira, III",11,22490,"Bush, 41",Republican,2002,1931.0,9999.0,"Bush, 43",Retired,Republican,Middle,Alabama,"Montgomery, AL",Male,White,1992,Same Party,Not Recess Appt.,1462870.0,Qualified,107TH,"Divided, Both",267,165,56,44,1,0,1462870.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
"Denison, Arthur Carter",6,2425,Taft,Republican,1911,1861.0,1947.0,Taft,Elevated,Republican,Western,Michigan,"Grand Rapids, MI",Male,White,1910,Same Party,Not Recess Appt.,,Not Rated,62ND,Unified,172,219,32,59,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Denney, Robert V.",8,2440,Nixon,Republican,1981,1916.0,1981.0,Reagan,Retired,Republican,Entire State,Nebraska,"Omaha, NE",Male,White,1971,Same Party,Not Recess Appt.,,Well-Qual.,97TH,"Divided, Both",225,180,55,45,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.39649999141693115
"Der-Yeghiayan, Samuel",7,30343,"Bush, 43",Republican,9999,1952.0,9999.0,Active Ser.,Active Service,Republican,Northern,Illinois,,Male,White,2003,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18199999630451202
"DeVane, Dozier Adolphus",5,2445,F. Roosevelt,Democrat,1958,1883.0,1963.0,Eisenhower,Retired,Democrat,No. & So.,Florida,"Orlando, FL",Male,White,1943,Same Party,Not Recess Appt.,,Not Rated,85TH,Unified,222,209,57,38,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.19050000607967377
"Devine, Shane",1,2450,Carter,Democrat,1992,1926.0,1999.0,"Bush, 41",Retired,Democrat,Entire State,New Hampshire,"Concord, NH",Male,White,1978,Same Party,Not Recess Appt.,,Qualified,102ND,Unified,292,143,62,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2839999794960022
"Devitt, Edward James",8,2455,Eisenhower,Republican,1981,1911.0,1992.0,Reagan,Retired,Republican,Entire State,Minnesota,"Minneapolis, MN",Male,White,1954,Same Party,Conf. Recess Appt.,,9,97TH,Unified,213,221,47,48,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09399999678134918
"Dewey, Charles Almon",8,2460,Coolidge,Republican,1949,1877.0,1958.0,Truman,Retired,Republican,Southern,Iowa,"Ottumwa, IA",Male,White,1928,Same Party,Not Recess Appt.,,Not Rated,81ST,Unified,195,237,47,48,3,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Diamond, Gustave",3,2465,Carter,Democrat,1994,1928.0,9999.0,Clinton,Retired,Democrat,Western,Pennsylvania,"Pittsburgh, PA",Male,White,1978,Same Party,Not Recess Appt.,,Qualified,103RD,Unified,292,143,62,38,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5019999742507935
"Diamond, Paul Steven",3,30344,"Bush, 43",Republican,9999,1953.0,9999.0,Active Ser.,Active Service,Republican,Eastern,Pennsylvania,,Male,White,2004,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14100000262260437
"Dick, Robert Paine",4,2476,Grant,Republican,1898,1823.0,1898.0,McKinley,Resigned,Republican,Western,North Carolina,"Greensboro, NC",Male,White,1872,Same Party,Not Recess Appt.,,Not Rated,55TH,Unified,104,139,17,57,0,0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
"Dick, John McClintock",13,2466,Monroe,Other,1824,1790.0,1861.0,Monroe,Resigned,Jeffersonian Democrat,Entire State,Louisiana,"New Orleans, LA",Male,White,1821,Not Two-Party,Not Recess Appt.,,Not Rated,18TH,Unified,158,25,44,4,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Dickerson, Philemon",3,2479,Van Buren,Other,1862,1788.0,1862.0,Lincoln,Died,Democrat,Entire State,New Jersey,"Paterson, NJ",Male,White,1841,Not Two-Party,Not Recess Appt.,,Not Rated,37TH,Unified,102,133,28,22,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,
"Dickerson, Mahlon",3,2478,Van Buren,Other,1841,1770.0,1853.0,Van Buren,Resigned,Jeffersonian Democrat,Entire State,New Jersey,"Trenton, NJ",Male,White,1840,Not Two-Party,Not Recess Appt.,,Not Rated,26TH,Unified,124,118,28,22,0,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,
"Dickinson, Oliver Booth",3,2470,Wilson,Democrat,1939,1857.0,1939.0,F. Roosevelt,Died,Democrat,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,1914,Same Party,Not Recess Appt.,,Not Rated,76TH,Unified,290,127,51,44,18,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Diclerico, Joseph A., Jr.",1,22850,"Bush, 41",Republican,9999,1941.0,9999.0,Active Ser.,Active Service,Republican,Entire State,New Hampshire,"Concord, NH",Male,White,1992,Same Party,Not Recess Appt.,654394.0,Well-Qual.,,"Divided, Both",267,165,56,44,1,0,654394.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.40299999713897705
"Dier, Richard A.",8,2475,Nixon,Republican,1972,1914.0,1972.0,Nixon,Died,Republican,Entire State,Nebraska,"Omaha, NE",Male,White,1971,Same Party,Not Recess Appt.,,Qualified,92ND,"Divided, Both",225,180,55,45,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.39649999141693115
"Dietrich, Frank Sigel",9,2480,T. Roosevelt,Republican,1927,1863.0,1930.0,Coolidge,Elevated,Republican,Entire State,Idaho,"Boise, ID",Male,White,1907,Same Party,Conf. Recess Appt.,,Not Rated,69TH,Unified,164,222,29,61,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Dillin, Samuel Hugh",7,2490,Kennedy,Democrat,1993,1914.0,9999.0,Clinton,Retired,Democrat,Southern,Indiana,"Indiannapolis, IN",Male,White,1961,Same Party,Not Recess Appt.,,Well-Qual.,103RD,Unified,263,174,64,36,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.35499998927116394
"Dimitrouleas, William P.",11,30080,Clinton,Democrat,9999,1951.0,9999.0,Active Ser.,Active Service,Republican,Southern,Florida,"Plantation, FL",Male,White,1998,Cross Party,Not Recess Appt.,265000.0,Qualified,,"Divided, Both",207,227,45,55,1,0,265000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.22599999606609344
"Dimmick, Carolyn R.",9,2495,Reagan,Republican,1997,1929.0,9999.0,Clinton,Retired,Republican,Western,Washington,"Seattle, WA",Female,White,1985,Same Party,Not Recess Appt.,662500.0,Well-Qual.,105TH,"Divided, House",253,182,47,53,0,0,662500.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.16850000619888306
"Dimock, Edward Jordan",2,2500,Truman,Democrat,1961,1890.0,1986.0,Kennedy,Retired,Democrat,Southern,New York,"New York, NY",Male,White,1951,Same Party,Not Recess Appt.,,Not Rated,87TH,Unified,234,199,48,47,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5450000166893005
"Ditter, J. William, Jr.",3,2510,Nixon,Republican,1986,1921.0,9999.0,Reagan,Retired,Republican,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,1970,Same Party,Not Recess Appt.,,Qualified,99TH,"Divided, Both",243,192,58,42,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.05700000375509262
"Dlott, Susan J.",6,23430,Clinton,Democrat,9999,1949.0,9999.0,Active Ser.,Active Service,Democrat,Southern,Ohio,"Cincinnati, OH",Female,White,1995,Same Party,Not Recess Appt.,5241964.0,Well-Qual.,,"Divided, Both",203,231,48,52,1,0,5241964.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.25099998712539673
"Dobie, Armistead Mason",4,2515,F. Roosevelt,Democrat,1939,1881.0,1962.0,F. Roosevelt,Elevated,Democrat,Western,Virginia,"Charlottesville, VA",Male,White,1939,Same Party,Not Recess Appt.,,Not Rated,76TH,Unified,262,169,69,23,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.03749999403953552
"Dodge, Frederic",1,2525,T. Roosevelt,Republican,1912,1847.0,1927.0,Taft,Elevated,Republican,Entire State,Massachusetts,"Boston, MA",Male,White,1905,Same Party,Not Recess Appt.,,Not Rated,62ND,Unified,178,207,32,58,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Doherty, Rebecca Feeney",5,22150,"Bush, 41",Republican,9999,1952.0,9999.0,Active Ser.,Active Service,Republican,Western,Louisiana,"Lafayette, LA",Female,White,1991,Same Party,Not Recess Appt.,180885.0,Qualified,,"Divided, Both",267,165,56,44,1,0,180885.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.492000013589859
"Dominguez, Daniel R.",1,23030,Clinton,Democrat,9999,1945.0,9999.0,Active Ser.,Active Service,Republican,Entire State,Puerto Rico,Puerto Rico,Male,Hispanic,1994,Cross Party,Not Recess Appt.,1647688.0,Qualified,,Unified,258,176,57,43,1,0,1647688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.37700000405311584
"Donald, Bernice B.",6,23435,Clinton,Democrat,9999,1951.0,9999.0,Active Ser.,Active Service,Democrat,Western,Tennessee,"Memphis, TN",Female,African American,1995,Same Party,Not Recess Appt.,397950.0,Qualified,,"Divided, Both",203,231,48,52,1,0,397950.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.37700000405311584
"Donohoe, James A.",8,2535,F. Roosevelt,Democrat,1956,1877.0,1956.0,Eisenhower,Died,Democrat,Entire State,Nebraska,"Omaha, NE",Male,White,1933,Same Party,Not Recess Appt.,,Not Rated,84TH,Unified,313,117,59,36,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
